Status,MatchType,VendorName,M2MVendorName,BillVendorId,M2MVendorID,CurrentCompanyName,Applied,Error,Note
AlreadySet,Exact,"Versa Integrity Group, Inc.","VERSA INTEGRITY GROUP, INC.",00901IMAUAMIWOE8vd4e,VIGI,VIGI,,,Existing companyName 'VIGI' kept (would have set 'VIGI').
AlreadySet,Exact,Westbrook,WESTBROOK,00901GRZKDTWLDU8vde0,WB,WB,,,Existing companyName 'WB' kept (would have set 'WB').
AlreadySet,Exact,Windsor Metal Finishing,WINDSOR METAL FINISHING,00901PSHLOWCLNY8vd4j,WINDMF,WINDMF,,,Existing companyName 'WINDMF' kept (would have set 'WINDMF').
AlreadySet,Exact,Xometry Inc.,XOMETRY INC.,00901KWUZIKYNFW8vd8m,XOM,XOM,,,Existing companyName 'XOM' kept (would have set 'XOM').
AlreadySet,Exact,Zoro Tools*,ZORO TOOLS,00901OBDSSNBSEI8vde5,ZOROT,ZOROT,,,Existing companyName 'ZOROT' kept (would have set 'ZOROT').
AlreadySet,Exact,Four Arrows Marketing LLC,Four Arrows Marketing,00901LCEQFUXSRV8vdau,001251,001251,,,Existing companyName '001251' kept (would have set '001251').
AlreadySet,Exact,KUL Office Furniture,KUL Office Furniture,00901UGFBCSFBLJ8vdbc,001252,001252,,,Existing companyName '001252' kept (would have set '001252').
AlreadySet,Exact,Metro Steel,Metro Steel,00901ZZNUDYJOQR8vdce,001254,001254,,,Existing companyName '001254' kept (would have set '001254').
AlreadySet,Exact,Bevel Corporation,Bevel Corporation,00901QNTMJTVCNV8vdb3,001256,001256,,,Existing companyName '001256' kept (would have set '001256').
Matched,Exact,Epco,EPCO,00901ACKUZBZLTC8vda3,001257,,true,,
AlreadySet,Exact,FFVA Mutual Insurance Company,FFVA Mutual Insurance Co.,00901JKTBZYKCEZ8vdb2,FFVA,FFVA,,,Existing companyName 'FFVA' kept (would have set 'FFVA').
AlreadySet,Exact,HRthought,HRthought,00901FSKXEMMJAX8vde2,HRTH,HRTH,,,Existing companyName 'HRTH' kept (would have set 'HRTH').
AlreadySet,Exact,Weldtest Services,"Weldtest Services, LLC",00901VKRPUTJDSG8vde4,WTS,WTS,,,Existing companyName 'WTS' kept (would have set 'WTS').
Matched,Exact,Elite Metal Finishing,Elite Metal Finishing,00901XYJGMIVJTT8vddv,001265,,true,,
Matched,Exact,Bescutter,Bescutter,00901PVVRVEHWZU8vdai,001266,,true,,
AlreadySet,Exact,Andy's Garage Door LLC,Andy's Garage Door LLC,00901XMLMLTJLLG8vdbg,001267,001267,,,Existing companyName '001267' kept (would have set '001267').
Matched,Exact,Fedex,FedEx,00901CNIMSXOEFG8vd1q,001268,,false,Bill.com address incomplete (missing city/zip) and the M2M Excel row has no city/zip to fill it; skipped.,
Matched,Exact,The Rust Store,The Rust Store,00901DOMLAJYUMM8vdat,001269,,true,,
AlreadySet,Exact,Qualified Machine Shop,Qualified Machine Shop,00901WIGJXPTSEL8vddu,001270,001270,,,Existing companyName '001270' kept (would have set '001270').
AlreadySet,Exact,Boyens Machining Inc.,Boyens Machining Inc,00901LBHYHAANFH8vdcm,001271,001271,,,Existing companyName '001271' kept (would have set '001271').
AlreadySet,Exact,1cutfab,1CutFab,00901FBTVFIZPRX8vdcl,001272,001272,,,Existing companyName '001272' kept (would have set '001272').
AlreadySet,Exact,"AirGas USA, LLC","Airgas USA, LLC",00901MBKJEXPSMA8vdcz,001273,001273,,,Existing companyName '001273' kept (would have set '001273').
AlreadySet,Exact,Riteway Brake Dies Inc,Riteway Brake Dies Inc,00901WAABYBIKSL8vdct,001274,001274,,,Existing companyName '001274' kept (would have set '001274').
AlreadySet,Exact,McNichols Company,McNichols,00901FBERMWFUPD8vddk,001276,001276,,,Existing companyName '001276' kept (would have set '001276').
AlreadySet,Exact,Elite Metal Tools,Elite Metal Tools,00901XJVWHPHTIE8vdcb,001279,001279,,,Existing companyName '001279' kept (would have set '001279').
AlreadySet,Exact,LEX Engineering,LEX Engineering,00901NJOKKJCTFD8vdf7,001283,001283,,,Existing companyName '001283' kept (would have set '001283').
AlreadySet,Exact,A&M Fire and Safety Equipment LLC,A&M Fire and Safety Equipment LLC,00901XXULHPVDAQ8vdde,001284,001284,,,Existing companyName '001284' kept (would have set '001284').
AlreadySet,Exact,Jennifer Poitier,Jennifer Poitier,00901RDPUGQFFEH8vdex,001285,001285,,,Existing companyName '001285' kept (would have set '001285').
AlreadySet,Exact,Contractors Tool Service,Contractors Tool Service,00901JCZDRNDYCJ8vdcp,001288,001288,,,Existing companyName '001288' kept (would have set '001288').
AlreadySet,Exact,Hydrafil,Hydrafil,00901ZINHJYCSKA8vdeo,001292,001292,,,Existing companyName '001292' kept (would have set '001292').
AlreadySet,Exact,Primo Brands,Primo Brands,00901LKJBUHPFGK8vde9,001295,001295,,,Existing companyName '001295' kept (would have set '001295').
AlreadySet,Exact,Playbook Digital Solutions LLC,Playbook Digital Solutions,00901ORMTBGJIJF8vddq,001296,001296,,,Existing companyName '001296' kept (would have set '001296').
AlreadySet,Exact,NDE ADVANCED SERVICES LLC,NDE Advanced Services,00901MLOPTEBHOQ8vdd9,001298,001298,,,Existing companyName '001298' kept (would have set '001298').
Matched,Relaxed,5sSupplies.com,5SSUPPLIES,00901PYHJVABBDW8vgjh,5SSup,,false,Bill.com address incomplete (missing city/zip) and the M2M Excel row has no city/zip to fill it; skipped.,
Unmatched,Exact,8020.COM,8020.COM,,8020,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,ABSCO INDUSTRIAL WEIGHING & EQUIP,ABSCO INDUSTRIAL WEIGHING & EQUIP,,ABSCO,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,ACCUSIZE INDUSTRIAL TOOLS,ACCUSIZE INDUSTRIAL TOOLS,,ACCUSZ,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,AccuStream Sales and Service,ACCUSTREAM,00901QTPFLPZYTS8vgjo,AccuS,,true,,
Matched,Relaxed,AeroBase,AEROBASE GROUP,00901IFPTRAPDNL8vgkc,AEROBA,,true,,
Matched,Relaxed,All Valley Hose & Industrial Supply,ALL VALLEY HOSE,00901CIXXAQOMVZ8vgkp,ALLVAL,,true,,
Unmatched,Exact,ALLPRORIGGING.COM,ALLPRORIGGING.COM,,APRIG,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,ALRO METAL,ALRO METAL,,AM,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,AWG American Welding & Gas,AMERICAN WELDING & GAS,00901LRINXULUXG8vdbj,AWG,,true,,
Unmatched,Exact,AMERIGAS,AMERIGAS,,AMGAS,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,ASCO MACHINE,ASCO MACHINE,,ASCO,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,AUGULETTO CUSTOM UPHOLSTERY INC.,AUGULETTO CUSTOM UPHOLSTERY INC.,,AUGULE,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,"Baileigh Industrial Holdings, LLC",BAILEIGH INDUSTRIAL HOLDINGSLLC,00901PHMYOKTAEV8vd0z,Bail,,true,,
Unmatched,Exact,BOOTHFILLTERSTORE.COM,BOOTHFILLTERSTORE.COM,,booth,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,BRP MANUFACTURING COMPANY,BRP MANUFACTURING COMPANY,,BRPMAN,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,BT Cable Ties and More,CABLE TIES AND MORE,00901QINZPQTJHP8vd7f,CTAM,,false,Bill.com address incomplete (missing city/zip) and the M2M Excel row has no city/zip to fill it; skipped.,
Unmatched,Exact,CABLEMASTER,CABLEMASTER,,CM,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,CAMCODE,CAMCODE,,CAMCOD,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,CARBIDE & DIAMOND TOOLING,CARBIDE & DIAMOND TOOLING,,cdtool,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,"CASTER CONCEPTS, INC.","CASTER CONCEPTS, INC.",,CCI,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,CASTER DEPOT,CASTER DEPOT,,Cast,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,CDTOOLING.COM,CDTOOLING.COM,,CDT,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,CERTIFIED METAL FINISHING INC.,CERTIFIED METAL FINISHING INC.,,CMF,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,CERTIFIED SLING & SUPPLY,CERTIFIED SLING & SUPPLY,,CSling,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,CITRUS SAND BLAST,CITRUS SAND BLAST,,CITRUS,,,,No Bill.com vendor name matched (exact or relaxed).
Ambiguous,Relaxed,CRATERS & FREIGHTERS OF ORLANDO,CRATERS & FREIGHTERS OF ORLANDO,,CF,,,,2 Bill.com vendors plausibly match by relaxed name; City/Zip did not resolve a single match.
Matched,Relaxed,CyberWeld,CYBERWELD.COM,00901LUQUOISOIC8vd1b,CYBW,,false,Bill.com address incomplete (missing city/zip) and the M2M Excel row has no city/zip to fill it; skipped.,
Matched,Relaxed,Dake Corporation,DAKE CORPORTATION,00901BIRLUGSRGL8vgdt,Dake,,true,,
Unmatched,Exact,DKHARDWARE,DKHARDWARE,,DKH,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,Doudney Sheet Metal,DOUDNEY SHEET METAL WORKS,00901PRLNZXTKBT8vdci,DOUDSM,,true,,
Unmatched,Exact,DYNAMIC NDT,DYNAMIC NDT,,DYNNDT,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,EAGLE QUALITY COMPONENTS,EAGLE QUALITY COMPONENTS,,EQC,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,EARL K. WOOD ORANGE CTY TAX COLLECT,EARL K. WOOD ORANGE CTY TAX COLLECT,,TAXCOL,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,EARL M JORGENSEN COMPANY,EARL M JORGENSEN COMPANY,,emj,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,Ebay Vendor,EBAY,00901CTNREGIFEG8vd1l,EBAY,,false,Bill.com address incomplete (missing city/zip) and the M2M Excel row has no city/zip to fill it; skipped.,
Matched,Relaxed,Electric Automation,ELECTRIC AUTOMATION NETWORK,00901YISMZYMCKB8vggg,ELEAUT,,false,Bill.com address incomplete (missing city/zip) and the M2M Excel row has no city/zip to fill it; skipped.,
Unmatched,Exact,ELECTRIC BARGAIN STORE,ELECTRIC BARGAIN STORE,,EBS,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,E-Sector,E-SECTOR MACHINING & FABRICATION,00901OOTFZPWJAD8vdb9,E-SECT,,true,,
Matched,Relaxed,ETrailer.com,ETRAILER,00901UHGFNAPEVQ8vggh,ETRAIL,,true,,
Unmatched,Exact,FED-SPECS,FED-SPECS,,FEDSPC,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,FIXTURE WORKS,FIXTURE WORKS,,FIXWRK,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,Florida Metallizing Services,FLORIDA METALLIZING SERVICE INC,00901ELLVIBHIUL8vd0g,FMSI,,true,,
Unmatched,Exact,GALESBURG ELECTRICAL,GALESBURG ELECTRICAL,,GALESB,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,GMA Garnet USA Corp,GMA GARNET,00901BFVYLOZUNU8vgi7,GMAG,,true,,
Unmatched,Exact,GOVETS.COM,GOVETS.COM,,GoVets,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,HAISSTRONICA,HAISSTRONICA,,HAISST,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,HANES SUPPLY INC,HANES SUPPLY INC,,HSI,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,"HARCOURT INDUSTRIAL, INC","HARCOURT INDUSTRIAL, INC",,HI,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,Synergy Metal Finishing,INCERTEC (SYNERGY METAL FINISHING),00901WOVFBYOUIC8vd3v,SMF,,true,,
Unmatched,Exact,"ISO GROUP, INC.","ISO GROUP, INC.",,ISOGRP,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,JA-SUPPLY.COM,JA-SUPPLY.COM,,JA,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,Jergens,JERGENS MANUFACTURING EFFICIENCY,00901EQRXFYUUXP8vd2l,JERGMF,,true,,
Unmatched,Exact,JOANN FABRICS,JOANN FABRICS,,JF,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,K&T Manufacturing,K&T MANUFACTURING & WELDING,00901MCIBRULDBB8vggs,K&TM,,true,,
Unmatched,Exact,KAB TECH CORP,KAB TECH CORP,,KABTEC,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,KEEP SUPPLY,KEEP SUPPLY,,KEEPSU,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,L&S TRUCKING,L&S TRUCKING,,L&S,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,LYNCH FLUID CONTROLS,LYNCH FLUID CONTROLS,,LYNCHF,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,MANTEC SERVICES INC.,MANTEC SERVICES INC.,,MANTEC,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,MARSHALL E. CAMPBELL COMPANY,MARSHALL E. CAMPBELL COMPANY,,MEC,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,MASTER ELECTRONICS,MASTER ELECTRONICS,,MASELE,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,MAVERICK ABRASIVES,MAVERICK ABRASIVES,,MA,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,MERIT FASTENERS,MERIT FASTENERS,,MERIT,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,MES PAINT & DETAIL,MES PAINT & DETAIL,,MES,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,METALS DEPOT INTERNATIONAL,METALS DEPOT INTERNATIONAL,,MDI,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,Kaufman MFG Co,MFG.COM,00901GXWLBINQEP8vgcz,MFG,,true,,
Matched,Relaxed,Mitsubishi Electric Automation,MITSUBISHI ELECTRIC,00901AWHFCXHTUM8vda6,MTSE,,true,,
Unmatched,Exact,MOCAYO PRECISION,MOCAYO PRECISION,,mocayo,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,MONROE AEROSPACE,MONROE AEROSPACE,,monroe,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,NOVA METAL PRODUCTS,NOVA METAL PRODUCTS,,NovaM,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,NTS ORLANDO,NTS ORLANDO,,NTS,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,ONLINEMETALS.COM,ONLINEMETALS.COM,,OM,,,,No Bill.com vendor name matched (exact or relaxed).
Ambiguous,Relaxed,OPTISOLUTIONS LLC,OPTISOLUTIONS LLC,,OS,,,,2 Bill.com vendors plausibly match by relaxed name; City/Zip did not resolve a single match.
Unmatched,Exact,ORANGE COUNTY CONVENTION CENTER,ORANGE COUNTY CONVENTION CENTER,,OCCC,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,O'REILLY AUTO PARTS,O'REILLY AUTO PARTS,,OREILL,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,OSHCUT,OSHCUT,,OSHCUT,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,"OUTDOOR LIVING PRODUCTS, INC","OUTDOOR LIVING PRODUCTS, INC",,OUTLIV,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,PACKAGING CORPORATION OF AMERICA,PACKAGING CORPORATION OF AMERICA,,PCA,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,PALLET PEOPLE,PALLET PEOPLE,,PELLET,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,PEAK MACHINE SHOP,PEAK MACHINE SHOP,,peak,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,Peninsula Metal Finishing,Peninsula Metal Finishing,,PMF,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,PHENTER SALES,PHENTER SALES,,PHENSA,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,PIPING NOW,PIPING NOW,,PipNow,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,"PLATINUM NDT, LLC","PLATINUM NDT, LLC",,PLANDT,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,PPG PAINTS,PPG PAINTS,,PPG,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,PRACTICAL TEK LLC.,PRACTICAL TEK LLC.,,PTEK,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,PRECISECAST PROTOTYPE & ENGINEERING,PRECISECAST PROTOTYPE & ENGINEERING,,PRECIC,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,Primary Machine & Repair,PRIMARY MACHINE,00901RKPPPACBFU8vd3j,PRM,,true,,
Unmatched,Exact,PROAIRSUPPLY,PROAIRSUPPLY,,PAS,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,"PURITAS METAL PRODUCTS, INC.","PURITAS METAL PRODUCTS, INC.",,PMPI,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,QBuild Corporation,QBUILD ERP ENGINEERING INTEGRATION,00901OJKBSLIRFC8vdbu,Qbuild,,false,Bill.com update vendor 00901OJKBSLIRFC8vdbu failed (500 InternalServerError): : Internal server error,
Matched,Relaxed,Quantum Machinery Group,QUANTUM MACHINERY GROUP (SIEGMUND),00901NJOQAWZECV8vdbd,SIEGMU,,true,,
Unmatched,Exact,QUINGDAO JINGHONG PRECISION IND CO,QUINGDAO JINGHONG PRECISION IND CO,,QUINGD,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,RADWELL INTERNATIONAL,RADWELL INTERNATIONAL,,RADWEL,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,RAGLADY,RAGLADY,,RAGLAD,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,RESPSAFETY,RESPSAFETY,,RESPSA,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,RIGGINGWAREHOUSE.COM,RIGGINGWAREHOUSE.COM,,RIGWHS,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,ROBERTS OXYGEN,ROBERTS OXYGEN,,ROBERT,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,RoKap,ROKAP FOD SIGNS,00901LAEMYBTRLN8vd04,ROKAP,,false,Bill.com address incomplete (missing city/zip) and the M2M Excel row has no city/zip to fill it; skipped.,
Unmatched,Exact,RYERSON - TAMPA,RYERSON - TAMPA,,RYERSO,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,"SACKETT REPAIR, LLC","SACKETT REPAIR, LLC",,SACKTT,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,SAFERITE SOLUTIONS,SAFERITE SOLUTIONS,,SAFRIT,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,SAFETYSIGN.COM,SAFETYSIGN.COM,,Safety,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,SANDVIK COROMANT,SANDVIK COROMANT,,SANDVI,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,SCOTCHMAN INDUSTRIES,SCOTCHMAN INDUSTRIES,,Scotch,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,"SCR PRECISION TUBE BENDING, INC","SCR PRECISION TUBE BENDING, INC",,scrp,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,SEA GEAR MARINE,SEA GEAR MARINE,,SEAGEA,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,SEYMOUR PAINTS AND COATINGS,SEYMOUR PAINTS AND COATINGS,,SEYPAI,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,SIERRA VICTOR IND.,SIERRA VICTOR IND.,,SVI,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,SIGMASURPLUS.COM,SIGMASURPLUS.COM,,SigmaS,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,SKY MART,SKY MART,,SMart,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,The SolidExperts,SOLIDEXPERTS,00901KYJPTCSYMH8vdd8,SEXP,,true,,
Unmatched,Exact,SOUTH ATLANTIC LLC,SOUTH ATLANTIC LLC,,SAL,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,SOUTHEAST TOYOTA FLORIDA,SOUTHEAST TOYOTA FLORIDA,,TOYOTA,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,SPEED FABRICATION,SPEED FABRICATION,,SPDFAB,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,SPRAYER DEPOT,SPRAYER DEPOT,,SD,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,STAN WEAVER & COMPANY,STAN WEAVER & COMPANY,,SWC,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,Stewart Stainless Supply,STEWART STAINLESS,00901OWBRRZZHCS8vd47,STEWST,,true,,
Unmatched,Exact,SUNCOAST PRECISION TOOLS,SUNCOAST PRECISION TOOLS,,SPT,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,SUN-GLO PLATING CO.,SUN-GLO PLATING CO.,,SGPC,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,SUPERIOR COATINGS OF AMERICA,SUPERIOR COATINGS OF AMERICA,,SUPCOA,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,SUPPLY HOUSE.COM,SUPPLY HOUSE.COM,,SUPHS,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,TARGET,TARGET,,TARG,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,"Federal Integration Team, Inc.","TEAM, INC",00901XAHDDGUBCC8vgin,TEAMIN,,true,,
Unmatched,Exact,THE GOODYEAR TIRE AND RUBBER CO,THE GOODYEAR TIRE AND RUBBER CO,,TGTRC,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,THOMSON INDUSTRIES INC.,THOMSON INDUSTRIES INC.,,THOMSO,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,"THREAD CHECK, INC.","THREAD CHECK, INC.",,THRDCK,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,THRIFTBOOKS.COM,THRIFTBOOKS.COM,,THRIFT,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,"Tile, Inc.",TILE BY LIFE360,00901MKXVWYAMCZ8vd4u,Tile,,false,Bill.com address incomplete (missing city/zip) and the M2M Excel row has no city/zip to fill it; skipped.,
Unmatched,Exact,TOOLOTS.COM,TOOLOTS.COM,,TLOTS,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,TRACEY TRUCK PARTS,TRACEY TRUCK PARTS,,TTP,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,,TSC,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,TRAILER PARTS SUPERSTORE,TRAILER PARTS SUPERSTORE,,TPS,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,UNITED PARCEL SERVICES,UNITED PARCEL SERVICES,,UPS,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,UNITED RENTALS,UNITED RENTALS,,UR,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,UNITED STATES TREASURY,UNITED STATES TREASURY,,UST,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,USPS,USPS,,USPS,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,VALMONT TAMPA GALVANIZING,VALMONT TAMPA GALVANIZING,,VTG,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,VISTA PRINT,VISTA PRINT,,Vista,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,Voya Financial,VOYA,00901GKAZGTXMAM8vdeh,VOYA,,true,,
Unmatched,Exact,WALGREENS,WALGREENS,,WALG,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,WALMART,WALMART,,WALMAR,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,Waste Pro - Orlando,WASTE PRO,00901PRALQWUTGQ8vdda,WASTE,,true,,
Unmatched,Exact,WELDFABULOUS,WELDFABULOUS,,WELDFA,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,IOC,WELDING SUPPLIES FROM IOC,00901WFYIFKLXYT8vgh7,Weld,,true,,
Unmatched,Exact,WEST MARINE,WEST MARINE,,WESTMA,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,WESTWAY ELECTRIC SUPPLY,WESTWAY ELECTRIC SUPPLY,,WESTWA,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,WIRE & CABLE YOUR WAY,WIRE & CABLE YOUR WAY,,WCYW,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,YANGZHOU HIRACE OUTDOOR CO. LTD,YANGZHOU HIRACE OUTDOOR CO. LTD,,Hirace,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,Yeager Manufacturing,YEAGER MANUFACTURING TECHNOLOGIES,00901DUYRTGSSXX8vd4k,yeager,,true,,
Matched,Relaxed,Industrial General,Industrial General Store,00901TGPDCNMSUN8vd99,001253,,true,,
Matched,Relaxed,Discount Rubber,Discount Rubber Direct,00901PKUXPXTJAQ8vd9x,001255,,true,,
Unmatched,Exact,HRThought LLC,HRThought LLC,,001289,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,Seastrom,Seastrom Manufacturing,00901YOIECUSTDN8vdao,001261,,true,,
Matched,Relaxed,Chicago Metal Rolled Products,Chicago Rolled Products Company,00901URHSWNFOXX8vda5,001264,,true,,
Unmatched,Exact,Kaitlyn Kimball,Kaitlyn Kimball,,001275,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,"Richard T. Martin, PE","Richard T. Martin, PE",,001277,,,,No Bill.com vendor name matched (exact or relaxed).
Unmatched,Exact,IRWaterJet,IRWaterJet,,001278,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,James Industrial Services,James Industrial Service,00901AGYCFQBZRA8vdf0,001280,,true,,
Matched,Relaxed,Aptean Inc.,Aptean Made2Manage,00901BELPFVJYQP8vdf5,001281,,true,,
Unmatched,Exact,Marstrand Industries,Marstrand Industries,,001282,,,,No Bill.com vendor name matched (exact or relaxed).
Matched,Relaxed,Barak and Brazos Engineering,Barak and Brazos Engineering Pvt Lt,00901PZBCLEVJVI8vd0c,001287,,true,,
Unmatched,Exact,B&B Cyber Solutions,B&B Cyber Solutions,,001291,,,,No Bill.com vendor name matched (exact or relaxed).
