Status,MatchType,VendorName,M2MVendorName,BillVendorId,M2MVendorID,CurrentCompanyName,Applied,Error,Note
AlreadySet,Exact,Brevard Rigging Supply,BREVARD RIGGING SUPPLY,00901MKASZNUFUO8vd13,BRS,BRS,,,Existing companyName 'BRS' kept (would have set 'BRS').
AlreadySet,Exact,Brown-Campbell Company,BROWN-CAMPBELL COMPANY,00901GTYOIGEXYT8vddh,BCC,BCC,,,Existing companyName 'BCC' kept (would have set 'BCC').
AlreadySet,Exact,"Canon Financial Services, Inc.","CANON FINANCIAL SERVICES, INC.",00901PEZTPSOINL8vde3,CANON,CANON,,,Existing companyName 'CANON' kept (would have set 'CANON').
AlreadySet,Exact,Capital Machine,CAPITAL MACHINE,00901JLYQBFESWO8vd17,CAPMAC,CAPMAC,,,Existing companyName 'CAPMAC' kept (would have set 'CAPMAC').
AlreadySet,Exact,Carr Lane,CARR LANE,00901MIFLDJSHSD8vd18,CL,CL,,,Existing companyName 'CL' kept (would have set 'CL').
AlreadySet,Exact,Caster Technology Corporation,CASTER TECHNOLOGY CORPORATION,00901SQPALLMJYC8vddo,CASTEC,CASTEC,,,Existing companyName 'CASTEC' kept (would have set 'CASTEC').
AlreadySet,Exact,"Celtic Manufacturing, LLC","CELTIC MANUFACTURING, LLC",00901TUUVCETKZN8vddw,Celtic,Celtic,,,Existing companyName 'Celtic' kept (would have set 'Celtic').
AlreadySet,Exact,Chatham Steel,CHATHAM STEEL,00901CSYDHXKFRB8vdd0,CSTL,CSTL,,,Existing companyName 'CSTL' kept (would have set 'CSTL').
AlreadySet,Exact,"CIH Support, LLC",CIH SUPPORT LLC,00901IIMSJAWOIN8vd15,CIHSup,CIHSup,,,Existing companyName 'CIHSup' kept (would have set 'CIHSup').
AlreadySet,Exact,Cintas Corporation,CINTAS,00901SMPHGPPSKG8vddt,CINTAS,CINTAS,,,Existing companyName 'CINTAS' kept (would have set 'CINTAS').
Matched,Exact,Competitive Metals,COMPETITIVE METALS,00901RCBGZQMQWA8vghm,COMPME,,true,,
AlreadySet,Exact,Criterion Calibration Services,"CRITERION CALIBRATION SERVICES, LLC",00901RWKSFHPVLQ8vdd3,CRITER,CRITER,,,Existing companyName 'CRITER' kept (would have set 'CRITER').
AlreadySet,Exact,Crystal Springs,CRYSTAL SPRINGS,00901HNFDTTJPAN8vdag,CRYSPR,CRYSPR,,,Existing companyName 'CRYSPR' kept (would have set 'CRYSPR').
AlreadySet,Exact,CSG Parts,"CSG PARTS, LLC",00901KVHBAVBHOZ8vd1a,CSG,CSG,,,Existing companyName 'CSG' kept (would have set 'CSG').
Matched,Exact,Direct Metals,DIRECT METALS,00901ZYMYRXADVI8vgdv,DM,,true,,
AlreadySet,Exact,DJ Fabrication & Welding,"DJ FABRICATION & WELDING, LLC",00901ZADUEPVYFP8vd1d,DJ,DJ,,,Existing companyName 'DJ' kept (would have set 'DJ').
AlreadySet,Exact,Dutton-Lainson Company,DUTTON-LAINSON COMPANY,00901VUNSXWRLVE8vd19,DUTTON,DUTTON,,,Existing companyName 'DUTTON' kept (would have set 'DUTTON').
Matched,Exact,Eagle National Supply,EAGLE NATIONAL SUPPLY,00901FGXARKCBCL8vgdl,Eagle,,false,Bill.com address incomplete (missing city/zip) and the M2M Excel row has no city/zip to fill it; skipped.,
AlreadySet,Exact,Eastern Metal Supply,EASTERN METAL SUPPLY,00901VYSSCSJLGA8vder,EMS,EMS,,,Existing companyName 'EMS' kept (would have set 'EMS').
AlreadySet,Exact,EasySoft Corporation,EASYSOFT CORPORATION,00901QEOINDJIJT8vge3,ESC,ESC,,,Existing companyName 'ESC' kept (would have set 'ESC').
AlreadySet,Exact,EMF Engineered Components,"EMF ENGINEERED COMPONENTS, LLC",00901PJXUMJDQMD8vd56,EMF,EMF,,,Existing companyName 'EMF' kept (would have set 'EMF').
AlreadySet,Exact,Empire Abrasives,EMPIRE ABRASIVES,00901TDQYZKWDWT8vgfg,EmpAb,EmpAb,,,Existing companyName 'EmpAb' kept (would have set 'EmpAb').
Matched,Exact,Empire Rigging,EMPIRE RIGGING,00901NPRMMNQQTI8vgfh,EmpRig,,false,Bill.com address incomplete (missing city/zip) and the M2M Excel row has no city/zip to fill it; skipped.,
AlreadySet,Exact,"Environmental Marketing Services, LLC",ENVIRONMENTAL MARKETING SERVICES,00901CHWUVQFCKY8vd7d,ENVMKT,ENVMKT,,,Existing companyName 'ENVMKT' kept (would have set 'ENVMKT').
AlreadySet,Exact,Epicor,EPICOR,00901KPHYVFVJYT8vddn,EPCOR,EPCOR,,,Existing companyName 'EPCOR' kept (would have set 'EPCOR').
Matched,Exact,E-Replacement Parts,E-REPLACEMENT PARTS,00901IGJEWWFSJB8vgd4,erp,,true,,
AlreadySet,Exact,Evolution Power Tools Ltd.,EVOLUTION POWER TOOLS,00901LBYWYPWWKZ8vggi,EvoPT,EvoPT,,,Existing companyName 'EvoPT' kept (would have set 'EvoPT').
AlreadySet,Exact,"Excell Coatings, Inc.","EXCELL COATINGS, INC.",00901OTCHUHLFBL8vd1n,ECI,ECI,,,Existing companyName 'ECI' kept (would have set 'ECI').
AlreadySet,Exact,Exostar LLC,EXOSTAR LLC,00901LOELQBIRVD8vd8k,EXOS,EXOS,,,Existing companyName 'EXOS' kept (would have set 'EXOS').
AlreadySet,Exact,Fastenal,FASTENAL,00901ZCAXVOTPID8vddl,FASTEN,FASTEN,,,Existing companyName 'FASTEN' kept (would have set 'FASTEN').
AlreadySet,Exact,Fixtureworks,FIXTUREWORKS,00901RURMPXVHLP8vd21,FIXT,FIXT,,,Existing companyName 'FIXT' kept (would have set 'FIXT').
AlreadySet,Exact,Flexible Lifeline Systems,"FLEXIBLE LIFELINE SYSTEMS, INC.",00901HXMCDOFPKE8vd22,FLS,FLS,,,Existing companyName 'FLS' kept (would have set 'FLS').
AlreadySet,Exact,Florida Department of Revenue,FLORIDA DEPARTMENT OF REVENUE,00901DCJAZNKIUR8vdbz,FDR,FDR,,,Existing companyName 'FDR' kept (would have set 'FDR').
AlreadySet,Exact,Florida Department of State,FLORIDA DEPARTMENT OF STATE,00901HNZZLNYFPZ8vd1t,FDS,FDS,,,Existing companyName 'FDS' kept (would have set 'FDS').
AlreadySet,Exact,Florida Lift Gas,FLORIDA LIFT GAS,00901HWIFFAEHNS8vdfa,flg,flg,,,Existing companyName 'flg' kept (would have set 'flg').
AlreadySet,Exact,Florida Metal Craft,"FLORIDA METAL CRAFT, INC",00901BJXZGFANVZ8vd1w,FLMETC,FLMETC,,,Existing companyName 'FLMETC' kept (would have set 'FLMETC').
AlreadySet,Exact,Freight Quote.com,FREIGHT QUOTE.COM,00901TTZVGTQHTB8vd1u,FQ,FQ,,,Existing companyName 'FQ' kept (would have set 'FQ').
Matched,Exact,Globalindustrial.com,GLOBALINDUSTRIAL.COM,00901QWHTLIYUUQ8vgi5,GLOBAL,,true,,
AlreadySet,Exact,GMA Americas,GMA AMERICAS,00901LPMOZPWHEA8vd20,GMA,GMA,,,Existing companyName 'GMA' kept (would have set 'GMA').
AlreadySet,Exact,Gordon Electric Supply,"GORDON ELECTRIC SUPPLY, INC.",00901KSLETCELBJ8vd1y,Gordon,Gordon,,,Existing companyName 'Gordon' kept (would have set 'Gordon').
AlreadySet,Exact,"Grainger, Inc.","GRAINGER, INC.",00901ITESRUSGUD8vddp,GI,GI,,,Existing companyName 'GI' kept (would have set 'GI').
AlreadySet,Exact,"Grizzly Industrial, Inc.",GRIZZLY INDUSTRIAL,00901EHUUQYGXPA8vdbr,GRIZIN,GRIZIN,,,Existing companyName 'GRIZIN' kept (would have set 'GRIZIN').
Matched,Exact,Guden,GUDEN,00901MWZBIPYTTH8vd4r,Guden,,true,,
AlreadySet,Exact,Harbor Freight,HARBOR FREIGHT,00901GKYQMXZVHM8vd2d,HF,HF,,,Existing companyName 'HF' kept (would have set 'HF').
AlreadySet,Exact,Herc Rentals,HERC RENTALS,00901CXBDXCSFWW8vd87,Herc,Herc,,,Existing companyName 'Herc' kept (would have set 'Herc').
AlreadySet,Exact,"Hexagon Manufacturing Intelligence, Inc.",HEXAGON MANUFACTURING INTELLIGENCE,00901KBQYQIGUAA8vdcw,HEXAGO,HEXAGO,,,Existing companyName 'HEXAGO' kept (would have set 'HEXAGO').
AlreadySet,Exact,Hirebotics,HIREBOTICS,00901YUDVROMTQB8vdf4,HIRBOT,HIRBOT,,,Existing companyName 'HIRBOT' kept (would have set 'HIRBOT').
Matched,Exact,Hobby Lobby,HOBBY LOBBY,00901DGFDUPFCAZ8vgej,HL,,false,Bill.com address incomplete (missing city/zip) and the M2M Excel row has no city/zip to fill it; skipped.,
Matched,Exact,Home Depot,HOME DEPOT,00901FPPNORCSCQ8vd26,HDEP,,true,,
AlreadySet,Exact,Hugg & Hall Equipment,HUGG & HALL EQUIPMENT CO,00901EIUWSGOCNC8vd8y,H&H,H&H,,,Existing companyName 'H&H' kept (would have set 'H&H').
AlreadySet,Exact,Hydracheck,HYDRACHECK INC,00901AZCHESIQWB8vgfs,HYDCHE,HYDCHE,,,Existing companyName 'HYDCHE' kept (would have set 'HYDCHE').
AlreadySet,Exact,Hydradyne,HYDRADYNE,00901LOFIITYGZH8vgft,Hydrad,Hydrad,,,Existing companyName 'Hydrad' kept (would have set 'Hydrad').
AlreadySet,Exact,Hydrasearch,HYDRASEARCH,00901VAHVTBQMUX8vd28,Hydra,Hydra,,,Existing companyName 'Hydra' kept (would have set 'Hydra').
AlreadySet,Exact,Igus Inc.,IGUS,00901CQERWSSSNN8vd8w,IGUS,IGUS,,,Existing companyName 'IGUS' kept (would have set 'IGUS').
Matched,Exact,Industrial Depot,INDUSTRIAL DEPOT,00901ZWLPYDUCHU8vggv,ID,,true,,
AlreadySet,Exact,Inspection Xpert,INSPECTION XPERT,00901SBZVFXMVPJ8vd5x,INSPEX,INSPEX,,,Existing companyName 'INSPEX' kept (would have set 'INSPEX').
AlreadySet,Exact,Insurance Office of America,INSURANCE OFFICE OF AMERICA,00901MJWCNQZQDZ8vdbh,IOA,IOA,,,Existing companyName 'IOA' kept (would have set 'IOA').
AlreadySet,Exact,Internal Revenue Service,INTERNAL REVENUE SERVICE,00901JWJBGCFVBK8vd2i,IRS,IRS,,,Existing companyName 'IRS' kept (would have set 'IRS').
AlreadySet,Exact,J. Herbert Corporation,J. HERBERT CORPORATION,00901ZLKAAEHRTS8vd93,JHerb,JHerb,,,Existing companyName 'JHerb' kept (would have set 'JHerb').
AlreadySet,Exact,James Little,JAMES LITTLE,00901ISCNRRKEPB8vd77,JLITT,JLITT,,,Existing companyName 'JLITT' kept (would have set 'JLITT').
AlreadySet,Exact,Johnson Supply Company,JOHNSON SUPPLY COMPANY,00901GSEISIMGUJ8vgiy,JSC,JSC,,,Existing companyName 'JSC' kept (would have set 'JSC').
AlreadySet,Exact,Joyce/Dayton Corp.,JOYCE/DAYTON CORP.,00901HFTNLSRWFV8vdck,JDC,JDC,,,Existing companyName 'JDC' kept (would have set 'JDC').
AlreadySet,Exact,"Katy Equipment,Inc","KATY EQUIPMENT, INC.",00901GJYBGOBGCZ8vd7e,Katy,Katy,,,Existing companyName 'Katy' kept (would have set 'Katy').
AlreadySet,Exact,KCE Force Lift Service,KCE FORCE LIFT SERVICE,00901YXFRYLJCXS8vddz,KCE,KCE,,,Existing companyName 'KCE' kept (would have set 'KCE').
Matched,Exact,Kinematics,KINEMATICS,00901ABAOZGYFXQ8vgdi,KINEMA,,true,,
AlreadySet,Exact,King of Freight,KING OF FREIGHT,00901SHLEXFQOHO8vdcf,KofF,KofF,,,Existing companyName 'KofF' kept (would have set 'KofF').
AlreadySet,Exact,Knight Global,KNIGHT GLOBAL,00901BZPWJFLSJT8vgdw,Knight,Knight,,,Existing companyName 'Knight' kept (would have set 'Knight').
AlreadySet,Exact,Larson Electronics*,"LARSON ELECTRONICS, LLC",00901HOCMOEQLKM8vdes,LELLC,LELLC,,,Existing companyName 'LELLC' kept (would have set 'LELLC').
AlreadySet,Exact,Lavi Industries,LAVI INDUSTRIES,00901DIQKZXBQCJ8vd82,Lavi,Lavi,,,Existing companyName 'Lavi' kept (would have set 'Lavi').
Matched,Exact,Lowe's,LOWE'S,00901YCHDMZNDEW8vd2n,LOWES,,true,,
AlreadySet,Exact,Lynn Welding,LYNN WELDING,00901CWDLWRSOQY8vd2o,Lynn,Lynn,,,Existing companyName 'Lynn' kept (would have set 'Lynn').
AlreadySet,Exact,Mag Welding,MAG WELDING LLC,00901TMNUPACKTB8vd2p,MAGWLD,MAGWLD,,,Existing companyName 'MAGWLD' kept (would have set 'MAGWLD').
AlreadySet,Exact,Mark Gerard Machine,"MARK GERARD MACHINE, INC",00901VZGWESHLSV8vd2x,MarkG,MarkG,,,Existing companyName 'MarkG' kept (would have set 'MarkG').
AlreadySet,Exact,Matheson Tri-Gas Inc.,MATHESON TRI-GAS INC.,00901JFJJREZKAZ8vdcv,MTGI,MTGI,,,Existing companyName 'MTGI' kept (would have set 'MTGI').
AlreadySet,Exact,Mazak Corporation,MAZAK,00901YAXVIECYZO8vdd5,Mazak,Mazak,,,Existing companyName 'Mazak' kept (would have set 'Mazak').
AlreadySet,Exact,MB Machine,"MB MACHINE, LLC",00901UTVJCMZQCP8vd2z,MBMach,MBMach,,,Existing companyName 'MBMach' kept (would have set 'MBMach').
AlreadySet,Exact,McMaster-Carr,MCMASTER-CARR,00901RYAKVNXFSN8vde7,MC,MC,,,Existing companyName 'MC' kept (would have set 'MC').
AlreadySet,Exact,Metnology,METNOLOGY,00901ASNGMVDNEV8vdf3,metno,metno,,,Existing companyName 'metno' kept (would have set 'metno').
AlreadySet,Exact,MF Supply,MF SUPPLY,00901FIDBLMYZRE8vd00,MF,MF,,,Existing companyName 'MF' kept (would have set 'MF').
AlreadySet,Exact,Military-Fasteners,MILITARY-FASTENERS,00901XKENKZZSMK8vd05,MILFAS,MILFAS,,,Existing companyName 'MILFAS' kept (would have set 'MILFAS').
AlreadySet,Exact,Miller/Motion,MILLER/MOTION,00901SVVYYPGXOX8vd2w,MOTION,MOTION,,,Existing companyName 'MOTION' kept (would have set 'MOTION').
AlreadySet,Exact,MSC/J&L Industrial,MSC/J&L INDUSTRIAL,00901OYWQSGVNSM8vd5b,MSC,MSC,,,Existing companyName 'MSC' kept (would have set 'MSC').
AlreadySet,Exact,N.T. Ruddock Company,N.T. RUDDOCK,00901OQICOXHZNM8vd2u,NTRUD,NTRUD,,,Existing companyName 'NTRUD' kept (would have set 'NTRUD').
AlreadySet,Exact,NJC Machine Co.,NJC MACHINE CO.,00901NRTYPBPNDU8vd32,NJC,NJC,,,Existing companyName 'NJC' kept (would have set 'NJC').
AlreadySet,Exact,Northern Tool,NORTHERN TOOL,00901ZXMIKGXBSC8vd33,NTOOL,NTOOL,,,Existing companyName 'NTOOL' kept (would have set 'NTOOL').
AlreadySet,Exact,"Northwest Rubber Extruders, Inc.","NORTHWEST RUBBER EXTRUDERS, INC.",00901GIVWXVOXNT8vd61,NWRE,NWRE,,,Existing companyName 'NWRE' kept (would have set 'NWRE').
Matched,Exact,Office Depot,OFFICE DEPOT,00901RXXOUGFVEX8vd35,ODEPO,,true,,
AlreadySet,Exact,Orange County Comptroller,ORANGE COUNTY COMPTROLLER,00901ORCTFLXIXI8vd5d,OCC,OCC,,,Existing companyName 'OCC' kept (would have set 'OCC').
AlreadySet,Exact,Orange County Tax Collector,ORANGE COUNTY TAX COLLECTOR,00901BKJFACQDCQ8vd36,OCTC,OCTC,,,Existing companyName 'OCTC' kept (would have set 'OCTC').
AlreadySet,Exact,Orange County Utilities,ORANGE COUNTY UTILITIES,00901DTJAWPEUYS8vd8q,OCU,OCU,,,Existing companyName 'OCU' kept (would have set 'OCU').
AlreadySet,Exact,Palmer Electric,PALMER ELECTRIC COMPANY,00901GNBIWSSWJW8vdf6,Palmer,Palmer,,,Existing companyName 'Palmer' kept (would have set 'Palmer').
AlreadySet,Exact,Paylocity,PAYLOCITY,00901ZOGVLWBIRJ8vdej,pay,pay,,,Existing companyName 'pay' kept (would have set 'pay').
AlreadySet,Exact,PE Manufacturing,PE MANUFACTURING,00901AUUBZWJTMK8vd3a,PEMFG,PEMFG,,,Existing companyName 'PEMFG' kept (would have set 'PEMFG').
AlreadySet,Exact,"PeopleReady Florida, Inc.","PEOPLEREADY FLORIDA,INC.",00901COONDLZUVL8vdc4,PEOPLE,PEOPLE,,,Existing companyName 'PEOPLE' kept (would have set 'PEOPLE').
AlreadySet,Exact,Performance Powder Coating,PERFORMANCE POWDER COATING,00901QXYUAQVXHS8vd7w,PPC,PPC,,,Existing companyName 'PPC' kept (would have set 'PPC').
AlreadySet,Exact,PGI Steel,PGI STEEL,00901CGHDRVFNRI8vd8h,PGIS,PGIS,,,Existing companyName 'PGIS' kept (would have set 'PGIS').
AlreadySet,Exact,Phoenix Metals,PHOENIX METALS,00901IZNOJOQJKW8vdbe,PHOMET,PHOMET,,,Existing companyName 'PHOMET' kept (would have set 'PHOMET').
AlreadySet,Exact,Powder Addiction,POWDER ADDICTION,00901CMQNNPIEXK8vddf,PADCT,PADCT,,,Existing companyName 'PADCT' kept (would have set 'PADCT').
AlreadySet,Exact,"Precise Barrels, LLC.","PRECISE BARRELS, LLC",00901FKNXMJRBUE8vd3h,PRECIB,PRECIB,,,Existing companyName 'PRECIB' kept (would have set 'PRECIB').
AlreadySet,Exact,R.S. Hughes,R.S. HUGHES,00901BZSWPVMGMF8vd3d,RSHUS,RSHUS,,,Existing companyName 'RSHUS' kept (would have set 'RSHUS').
AlreadySet,Exact,Reliable Hardware,RELIABLE HARDWARE,00901HICUDWKNFB8vd3g,RELIAB,RELIAB,,,Existing companyName 'RELIAB' kept (would have set 'RELIAB').
AlreadySet,Exact,Ring Power Corp.,RING POWER,00901IOEFMRLRZP8vdbb,RINGP,RINGP,,,Existing companyName 'RINGP' kept (would have set 'RINGP').
AlreadySet,Exact,Safety-Kleen,SAFETY-KLEEN,00901VZRVUTSRLN8vdb7,SKLEEN,SKLEEN,,,Existing companyName 'SKLEEN' kept (would have set 'SKLEEN').
AlreadySet,Exact,Seminole Metal Finishing,SEMINOLE METAL FINISHING,00901AODTWLUJOK8vdf2,SEMFIN,SEMFIN,,,Existing companyName 'SEMFIN' kept (would have set 'SEMFIN').
AlreadySet,Exact,"Servtronics, Inc","SERVTRONICS, INC",00901JMQXASDYUA8vd5h,SINC,SINC,,,Existing companyName 'SINC' kept (would have set 'SINC').
AlreadySet,Exact,Sherwin Williams Paint,SHERWIN WILLIAMS PAINT,00901EZKLKCHFXZ8vddb,SWP,SWP,,,Existing companyName 'SWP' kept (would have set 'SWP').
AlreadySet,Exact,Sky Geek,SKY GEEK,00901XCTDCNCDYC8vd3s,SGEEK,SGEEK,,,Existing companyName 'SGEEK' kept (would have set 'SGEEK').
AlreadySet,Exact,Solberg Manufacturing,SOLBERG MANUFACTURING,00901SBTDZLKJKY8vd6n,SOLMFG,SOLMFG,,,Existing companyName 'SOLMFG' kept (would have set 'SOLMFG').
AlreadySet,Exact,Southern States Toyota Lift,SOUTHERN STATES TOYOTA LIFT,00901ZNXMLNVJUM8vde8,SSLIFT,SSLIFT,,,Existing companyName 'SSLIFT' kept (would have set 'SSLIFT').
Matched,Exact,Stanley Steemer,STANLEY STEEMER,00901HAXVAYLWNM8vd45,STANST,,true,,
Matched,Exact,Staples,STAPLES,00901QEVAGHUXFY8vd46,STAP,,true,,
AlreadySet,Exact,Sunbelt Rentals Inc,SUNBELT RENTALS. INC,00901XKYLTVUVQD8vdc3,SUNBLT,SUNBLT,,,Existing companyName 'SUNBLT' kept (would have set 'SUNBLT').
AlreadySet,Exact,Sunstate Equipment Co.,SUNSTATE EQUIPMENT,00901JNDYSMUCMY8vd91,SUNST,SUNST,,,Existing companyName 'SUNST' kept (would have set 'SUNST').
AlreadySet,Exact,Synergy Equipment,SYNERGY EQUIPMENT,00901SPSJKJIJUC8vdcj,SYNEQP,SYNEQP,,,Existing companyName 'SYNEQP' kept (would have set 'SYNEQP').
AlreadySet,Exact,Syntime Metal & Plastic Products,SYNTIME METAL & PLASTIC PRODUCTS CO,00901GPNCOGMGGF8vd02,SYNTIM,SYNTIM,,,Existing companyName 'SYNTIM' kept (would have set 'SYNTIM').
AlreadySet,Exact,Tampa Bay Steel,TAMPA BAY STEEL,00901DFKWTHQGZS8vdd7,TBS,TBS,,,Existing companyName 'TBS' kept (would have set 'TBS').
AlreadySet,Exact,Texas First Rentals,TEXAS FIRST RENTALS,00901UYIBVZWNKG8vd3y,TEXFIR,TEXFIR,,,Existing companyName 'TEXFIR' kept (would have set 'TEXFIR').
AlreadySet,Exact,TexTrail,TEXTRAIL,00901WXFNEZKCPY8vd3z,TEXTRA,TEXTRA,,,Existing companyName 'TEXTRA' kept (would have set 'TEXTRA').
AlreadySet,Exact,Textron Aviation Inc.,TEXTRON AVIATION INC.,00901NJLSXEMEKA8vd40,TEXTRO,TEXTRO,,,Existing companyName 'TEXTRO' kept (would have set 'TEXTRO').
Matched,Exact,Torchstar Lighting,TORCHSTAR LIGHTING,00901WWWALXZYSL8vd0e,Torch,,false,Bill.com address incomplete (missing city/zip) and the M2M Excel row has no city/zip to fill it; skipped.,
Matched,Exact,Trick Tools,TRICK-TOOLS,00901NGTJYAEZRQ8vd5r,TRICK,,true,,
AlreadySet,Exact,Tychon,"TYCHON, INC",00901QNKWSUCBDF8vd4a,Tychon,Tychon,,,Existing companyName 'Tychon' kept (would have set 'Tychon').
AlreadySet,Exact,Uline,ULINE,00901ORJXWKZNHK8vdds,ULINE,ULINE,,,Existing companyName 'ULINE' kept (would have set 'ULINE').
AlreadySet,Exact,Unishippers,"UNISHIPPERS, LLC",00901DYHMDOBENA8vd84,UNISHI,UNISHI,,,Existing companyName 'UNISHI' kept (would have set 'UNISHI').
AlreadySet,Exact,Universal Tool Engineering,UNIVERSAL TOOL & ENGINEERING,00901OWMHINVTRD8vddi,UTE,UTE,,,Existing companyName 'UTE' kept (would have set 'UTE').
AlreadySet,Exact,US Logistics,US LOGISTICS,00901CGNFJLVRDQ8vdbx,USLog,USLog,,,Existing companyName 'USLog' kept (would have set 'USLog').
AlreadySet,Exact,USAnchor,USANCHOR LLC,00901UJZVPQESZD8vd5i,USAnch,USAnch,,,Existing companyName 'USAnch' kept (would have set 'USAnch').
